Page Builder Gutenberg Blocks Ц CoBlocks;https://ru.wordpress.org/plugins/coblocks/;CoBlocks Ч это набор блоков WordPress дл€ конструктора страниц дл€ Gutenberg, с более чем 10Е;500†000+ активных установок;5.9.3
Spectra Ч WordPress Gutenberg Blocks;https://ru.wordpress.org/plugins/ultimate-addons-for-gutenberg/;Power-up the Gutenberg editor with advanced and powerful blocks that help you build websites inЕ;300†000+ активных установок;5.9.3
Orbit Fox от ThemeIsle;https://ru.wordpress.org/plugins/themeisle-companion/;Ётот плагин швейцарский нож, поставл€етс€ с качественной библиотекой шаблонов, модул€ми меню/значков общего доступа, блоками GutenbergЕ;300†000+ активных установок;5.8.4
Complianz Ч GDPR/CCPA Cookie Consent;https://ru.wordpress.org/plugins/complianz-gdpr/;Configure your Cookie Notice, Cookie Consent and Cookie Policy with our Wizard and Cookie Scan.Е;300†000+ активных установок;6.0
Formidable Form Builder Ч Contact Form, Survey & Quiz Forms Plugin for WordPress;https://ru.wordpress.org/plugins/formidable/;—амый продвинутый плагин форм WordPress. ¬ыйдите за рамки контактных форм с помощью нашего конструктора формЕ;300†000+ активных установок;5.9.3
Photo Gallery by 10Web Ч Mobile-Friendly Image Gallery;https://ru.wordpress.org/plugins/photo-gallery/;Photo Gallery Ч это мощный плагин галереи изображений со списком расширенных параметров дл€ создани€ адаптивныхЕ;300†000+ активных установок;5.9.3
Forminator Ч Contact Form, Payment Form & Custom Form Builder;https://ru.wordpress.org/plugins/forminator/;Ћучший плагин дл€ создани€ форм WordPress. —оздавайте контактные формы, формы оплаты и формы заказов сЕ;300†000+ активных установок;5.9.3
Popup Builder Ч Create highly converting, mobile friendly marketing popups.;https://ru.wordpress.org/plugins/popup-builder/;”величьте продажи и конверсию, определите круг потенциальных потребителей и получите хороший призыв к действию сЕ;200†000+ активных установок;5.9.3
HubSpot Ч CRM, Email Marketing, Live Chat, Forms & Analytics;https://ru.wordpress.org/plugins/leadin/;Capture, organize and engage web visitors with free live chat, forms, CRM (contact management), emailЕ;200†000+ активных установок;5.9.3
Gutenberg Blocks by Kadence Blocks Ц Page Builder Features;https://ru.wordpress.org/plugins/kadence-blocks/;ѕользовательские блоки дл€ Gutenberg, которые помогут расширить возможности редактировани€.;200†000+ активных установок;5.9.3
SEOPress, on-site SEO;https://ru.wordpress.org/plugins/wp-seopress/;Rank higher in search engines with SEOPress, a simple, fast and powerful all in oneЕ;200†000+ активных установок;6.0
Embed Plus Plugin for YouTube, with YouTube Gallery, Channel, Playlist, Live Stream, Facade;https://ru.wordpress.org/plugins/youtube-embed-plus/;YouTube Embed WordPress Plugin. Embed a responsive video, YouTube channel gallery, playlist gallery, YouTube livestream.Е;200†000+ активных установок;5.9.3
Best WordPress Gallery Plugin Ц FooGallery;https://ru.wordpress.org/plugins/foogallery/;Ћучший плагин галереи WordPress. —оздавайте потр€сающие галереи за считанные минуты с расширенными настройками дл€ полнойЕ;200†000+ активных установок;5.9.3
WooCommerce Blocks;https://ru.wordpress.org/plugins/woo-gutenberg-products-block/;WooCommerce Blocks это наиболее простой и гибкий инструмент дл€ отображени€ ваших товаров пр€мо в содержимомЕ;200†000+ активных установок;5.9.3
Smash Balloon Social Post Feed;https://ru.wordpress.org/plugins/custom-facebook-feed/;"Formerly ""Custom Facebook Feed"". Display completely customizable Facebook feeds of a Facebook page or Group.Е";200†000+ активных установок;5.9.3
Fonts Plugin | Google Fonts Typography;https://ru.wordpress.org/plugins/olympus-google-fonts/;—амый простой в использовании плагин Google Fonts.  одировани€ не требуетс€. ќптимизирован дл€ скорости. Ѕолее 1000Е;200†000+ активных установок;5.9.3
Gallery Plugin for WordPress Ч Envira Photo Gallery;https://ru.wordpress.org/plugins/envira-gallery-lite/;√алере€ Envira самый быстрый, самый простой в использовании плагин WordPress галереи изображений. Lightbox с DragЕ;100†000+ активных установок;5.9.3
Otter Ч Page Builder Blocks & Extensions for Gutenberg;https://ru.wordpress.org/plugins/otter-blocks/;Otter is a dynamic collection of page building blocks and templates for the WordPress GutenbergЕ;100†000+ активных установок;5.9.3
Social Icons Widget & Block by WPZOOM;https://ru.wordpress.org/plugins/social-icons-widget-by-wpzoom/;¬иджет и блок значков соцсетей помогает добавл€ть значки со ссылками на профили социальных сетей наЕ;100†000+ активных установок;6.0
Layout Grid Block;https://ru.wordpress.org/plugins/layout-grid/; онтейнерный блок Gutenberg позвол€ет единообразно выравнивать элементы по глобальной сетке.;100†000+ активных установок;5.9.3
Custom Twitter Feeds (Tweets Widget);https://ru.wordpress.org/plugins/custom-twitter-feeds/;Custom Twitter Feeds allows you to display completely customizable Twitter Tweets from any user timeline,Е;100†000+ активных установок;5.9.3
GiveWP Ч Donation Plugin and Fundraising Platform;https://ru.wordpress.org/plugins/give/;ѕринимайте пожертвовани€ и начинайте сбор средств с помощью GiveWP, плагина дл€ пожертвований WordPress с самымЕ;100†000+ активных установок;5.9.3
Hustle Ч Email Marketing, Lead Generation, Optins, Popups;https://ru.wordpress.org/plugins/wordpress-popup/;Setup email optin forms, popups, newsletter forms & subscription forms to generate email leads withЕ;100†000+ активных установок;5.9.3
Easy Forms for Mailchimp;https://ru.wordpress.org/plugins/yikes-inc-easy-mailchimp-extender/;The ultimate Mailchimp WordPress plugin. Easily build unlimited forms for your Mailchimp lists, add themЕ;100†000+ активных установок;5.9.3
Pods Ч Custom Content Types and Fields;https://ru.wordpress.org/plugins/pods/;Pods Ч это платформа дл€ создани€, управлени€ и развертывани€ настраиваемых типов контента и полей дл€Е;100†000+ активных установок;6.0
Paid Memberships Pro Ч Restrict Member Access to Content, Courses, Communities Ч Free or Paid Subscriptions;https://ru.wordpress.org/plugins/paid-memberships-pro/;WordPress membership plugin: restrict content, accept member subscriptions with recurring payment. Includes user registration, login,Е;100†000+ активных установок;5.9.3
LuckyWP Table of Contents;https://ru.wordpress.org/plugins/luckywp-table-of-contents/;—оздаЄт SEO-дружественное содержание дл€ ваших постов/страниц. –аботает автоматически или вручную (через шорткод, Gutenberg-блок или виджет).;80†000+ активных установок;5.9.3
Form Maker by 10Web Ч Mobile-Friendly Drag & Drop Contact Form Builder;https://ru.wordpress.org/plugins/form-maker/;Form Maker is a user-friendly contact form builder that allows to create forms for anyЕ;80†000+ активных установок;5.9.3
ƒублировать запись;https://ru.wordpress.org/plugins/copy-delete-posts/;ƒублировать запись;80†000+ активных установок;5.9.3
User Profile Picture;https://ru.wordpress.org/plugins/metronet-profile-picture/;”становите пользовательское изображение профил€ (аватар) дл€ пользовател€ с помощью стандартного инструмента загрузки мультимедиа WordPress.;60†000+ активных установок;5.8.4
 алендарь бронировани€;https://ru.wordpress.org/plugins/booking/; алендарь бронировани€ Ч best booking plugin. Easily get full day or time slot bookings andЕ;60†000+ активных установок;6.0
Slider by Soliloquy Ч Responsive Image Slider for WordPress;https://ru.wordpress.org/plugins/soliloquy-lite/;The best WordPress slider plugin. Drag & Drop responsive slider builder that helps you createЕ;60†000+ активных установок;5.9.3
Calculated Fields Form;https://ru.wordpress.org/plugins/calculated-fields-form/;Calculated Fields Form allows you to create both simple and rich forms, quickly like aЕ;60†000+ активных установок;6.0
EmbedPress Ц Embed Google Docs, YouTube, Maps, Vimeo, Wistia Videos & Upload PDF, PPT in Gutenberg & Elementor;https://ru.wordpress.org/plugins/embedpress/;EmbedPress lets you embed videos, images, posts, audio, maps and upload PDF, DOC, PPT &Е;60†000+ активных установок;5.9.3
Gutentor Ч Gutenberg Blocks Ч Page Builder for Gutenberg Editor;https://ru.wordpress.org/plugins/gutentor/;Advanced yet easy, Gutenberg editor page builder blocks. Create a masterpiece, pixel perfect website usingЕ;50†000+ активных установок;5.9.3
Genesis Blocks;https://ru.wordpress.org/plugins/genesis-blocks/;A collection of content blocks, sections, & full-page layouts for the block editor.;50†000+ активных установок;5.8.4
WP Recipe Maker;https://ru.wordpress.org/plugins/wp-recipe-maker/;ѕростой и удобный плагин рецептов дл€ всех. јвтоматические метаданные JSON-LD метаданные дл€ еды и рецептовЕ;50†000+ активных установок;6.0
10WebSocial;https://ru.wordpress.org/plugins/wd-instagram-feed/;10Web;50†000+ активных установок;5.0.16
Web Stories;https://ru.wordpress.org/plugins/web-stories/;Web Stories Ч это визуальные истории дл€ вашего сайта с быстрой загрузкой и полноэкранным режимом,Е;50†000+ активных установок;5.9.3
RSS Aggregator by Feedzy Ч Powerful WP Autoblogging and News Aggregator;https://ru.wordpress.org/plugins/feedzy-rss-feeds/;The most powerful WordPress RSS aggregator, helping you curate content, autoblog, import and display unlimitedЕ;50†000+ активных установок;5.9.3
Photo Gallery, Images, Slider in Rbs Image Gallery;https://ru.wordpress.org/plugins/robo-gallery/;Rbs Image Gallery Ч расширенный плагин дл€ создани€ адаптивной фотогалереи. √ибкие инструменты управлени€ изображени€ми галереи.Е;50†000+ активных установок;5.9.3
Event Tickets and Registration;https://ru.wordpress.org/plugins/event-tickets/;Event Tickets позвол€ет вашим посетител€м регистрироватьс€ и покупать билеты на меропри€ти€ на вашем сайте. “акжеЕ;50†000+ активных установок;5.9.3
Getwid Ч Gutenberg Blocks;https://ru.wordpress.org/plugins/getwid/;40+ Gutenberg Blocks, plus multiple pre-made free block templates for the WordPress block editor.;50†000+ активных установок;5.9.3
Yoast SEO;https://ru.wordpress.org/plugins/wordpress-seo/;”лучшите SEO вашего WordPress: поработайте над качеством контента и получите полностью оптимизированный WordPress-сайт с помощьюЕ;5+ млн активных установок;5.9.3
Jetpack предназначен дл€ защиты, резервного копировани€, повышени€ скорости работы и развити€ вашего сайта WordPress;https://ru.wordpress.org/plugins/jetpack/;ќбеспечьте дополнительную защиту сайта WordPress с помощью простых, но эффективных инструментов: резервного копировани€ и проверкиЕ;5+ млн активных установок;6.0
 онтактна€ форма WPForms Ч конструктор форм дл€ WordPress, позвол€ющий создавать формы путЄм перетаскивани€ элементов;https://ru.wordpress.org/plugins/wpforms-lite/;The best WordPress contact form plugin. Drag & Drop online form builder that helps youЕ;5+ млн активных установок;6.0
Advanced Editor Tools (ранее TinyMCE Advanced);https://ru.wordpress.org/plugins/tinymce-advanced/;–асшир€ет и улучшает редактор блоков (Gutenberg) и классический редактор (TinyMCE).;2+ млн активных установок;5.7.6
MC4WP: Mailchimp for WordPress;https://ru.wordpress.org/plugins/mailchimp-for-wp/;Mailchimp дл€ WordPress, неофициальный плагин Mailchimp є1.;2+ млн активных установок;5.9.3
Smush Ч Lazy Load Images, Optimize & Compress Images;https://ru.wordpress.org/plugins/wp-smushit/;—жимайте изображени€ и оптимизируйте изображени€ с помощью отложенной загрузки, преобразовани€ WebP и определени€ размера, чтобыЕ;1+ млн активных установок;5.9.3
Smash Balloon Social Photo Feed;https://ru.wordpress.org/plugins/instagram-feed/;–анее плагин называлс€ ЂInstagram Feedї. јккуратное отображение постов из нескольких учетных записей Instagram в видеЕ;1+ млн активных установок;5.9.3
Rank Math SEO Ч лучший плагин SEO дл€ WordPress, который увеличит ваш SEO-трафик;https://ru.wordpress.org/plugins/seo-by-rank-math/;Rank Math SEO Ч лучший WordPress SEO плагин, сочетающий в себе функции многих SEO инструментовЕ;1+ млн активных установок;6.0
Gutenberg Template and Pattern Library & Redux Framework;https://ru.wordpress.org/plugins/redux-framework/;Supercharge the Gutenberg editor with our library of Gutenberg block templates, layouts, and patterns!;1+ млн активных установок;6.0
Ninja Forms Contact Form Ч The Drag and Drop Form Builder for WordPress;https://ru.wordpress.org/plugins/ninja-forms/;The 100% beginner friendly WordPress form builder. Drag & drop form fields to build beautiful,Е;1+ млн активных установок;5.9.3
Smart Slider 3;https://ru.wordpress.org/plugins/smart-slider-3/;ѕлагин адаптивного слайдера дл€ простого создани€ слайдов в визуальном редакторе. —оздавайте красивые слайдеры изображений, слоЄв,Е;800†000+ активных установок;5.9.3
The Events Calendar;https://ru.wordpress.org/plugins/the-events-calendar/; алендарь меропри€тий Ч это плагин календар€ номер один дл€ WordPress. Ћегко создавайте и управл€йте меропри€ти€миЕ;800†000+ активных установок;5.9.3
WordPress ѕлагин дл€ Ўорткодов Ч Shortcodes Ultimate;https://ru.wordpress.org/plugins/shortcodes-ultimate/;ќбширна€ коллекци€ визуальных компонентов дл€ вашего сайта;700†000+ активных установок;6.0
Slider, Gallery, and Carousel by MetaSlider Ч Responsive WordPress Plugin;https://ru.wordpress.org/plugins/ml-slider/;Ћучший плагин слайдера, галереи и карусели дл€ WordPress. ќтзывчивый и простой в использовании с изображени€ми,Е;700†000+ активных установок;5.9.3
WordPress Gallery Plugin Ч NextGEN Gallery;https://ru.wordpress.org/plugins/nextgen-gallery/;—амый попул€рный плагин WordPress дл€ галерей и один из самых загружаемых плагинов за всю историюЕ;700†000+ активных установок;5.9.3
MailPoet Ч письма и рассылки в WordPress;https://ru.wordpress.org/plugins/mailpoet/;ќтправл€йте прекрасные рассылки из WordPress. —обирайте подписчиков с помощью форм подписки, автоматизируйте письма дл€ WooCommerce,Е;500†000+ активных установок;5.9.3
AMP;https://ru.wordpress.org/plugins/amp/;An easier path to great Page Experience for everyone. Powered by AMP.;500†000+ активных установок;6.0
Page Builder Gutenberg Blocks Ц CoBlocks;https://ru.wordpress.org/plugins/coblocks/;CoBlocks Ч это набор блоков WordPress дл€ конструктора страниц дл€ Gutenberg, с более чем 10Е;500†000+ активных установок;5.9.3
Spectra Ч WordPress Gutenberg Blocks;https://ru.wordpress.org/plugins/ultimate-addons-for-gutenberg/;Power-up the Gutenberg editor with advanced and powerful blocks that help you build websites inЕ;300†000+ активных установок;5.9.3
Orbit Fox от ThemeIsle;https://ru.wordpress.org/plugins/themeisle-companion/;Ётот плагин швейцарский нож, поставл€етс€ с качественной библиотекой шаблонов, модул€ми меню/значков общего доступа, блоками GutenbergЕ;300†000+ активных установок;5.8.4
Complianz Ч GDPR/CCPA Cookie Consent;https://ru.wordpress.org/plugins/complianz-gdpr/;Configure your Cookie Notice, Cookie Consent and Cookie Policy with our Wizard and Cookie Scan.Е;300†000+ активных установок;6.0
Formidable Form Builder Ч Contact Form, Survey & Quiz Forms Plugin for WordPress;https://ru.wordpress.org/plugins/formidable/;—амый продвинутый плагин форм WordPress. ¬ыйдите за рамки контактных форм с помощью нашего конструктора формЕ;300†000+ активных установок;5.9.3
Photo Gallery by 10Web Ч Mobile-Friendly Image Gallery;https://ru.wordpress.org/plugins/photo-gallery/;Photo Gallery Ч это мощный плагин галереи изображений со списком расширенных параметров дл€ создани€ адаптивныхЕ;300†000+ активных установок;5.9.3
Forminator Ч Contact Form, Payment Form & Custom Form Builder;https://ru.wordpress.org/plugins/forminator/;Ћучший плагин дл€ создани€ форм WordPress. —оздавайте контактные формы, формы оплаты и формы заказов сЕ;300†000+ активных установок;5.9.3
Popup Builder Ч Create highly converting, mobile friendly marketing popups.;https://ru.wordpress.org/plugins/popup-builder/;”величьте продажи и конверсию, определите круг потенциальных потребителей и получите хороший призыв к действию сЕ;200†000+ активных установок;5.9.3
HubSpot Ч CRM, Email Marketing, Live Chat, Forms & Analytics;https://ru.wordpress.org/plugins/leadin/;Capture, organize and engage web visitors with free live chat, forms, CRM (contact management), emailЕ;200†000+ активных установок;5.9.3
Gutenberg Blocks by Kadence Blocks Ц Page Builder Features;https://ru.wordpress.org/plugins/kadence-blocks/;ѕользовательские блоки дл€ Gutenberg, которые помогут расширить возможности редактировани€.;200†000+ активных установок;5.9.3
SEOPress, on-site SEO;https://ru.wordpress.org/plugins/wp-seopress/;Rank higher in search engines with SEOPress, a simple, fast and powerful all in oneЕ;200†000+ активных установок;6.0
Embed Plus Plugin for YouTube, with YouTube Gallery, Channel, Playlist, Live Stream, Facade;https://ru.wordpress.org/plugins/youtube-embed-plus/;YouTube Embed WordPress Plugin. Embed a responsive video, YouTube channel gallery, playlist gallery, YouTube livestream.Е;200†000+ активных установок;5.9.3
Best WordPress Gallery Plugin Ц FooGallery;https://ru.wordpress.org/plugins/foogallery/;Ћучший плагин галереи WordPress. —оздавайте потр€сающие галереи за считанные минуты с расширенными настройками дл€ полнойЕ;200†000+ активных установок;5.9.3
WooCommerce Blocks;https://ru.wordpress.org/plugins/woo-gutenberg-products-block/;WooCommerce Blocks это наиболее простой и гибкий инструмент дл€ отображени€ ваших товаров пр€мо в содержимомЕ;200†000+ активных установок;5.9.3
Smash Balloon Social Post Feed;https://ru.wordpress.org/plugins/custom-facebook-feed/;"Formerly ""Custom Facebook Feed"". Display completely customizable Facebook feeds of a Facebook page or Group.Е";200†000+ активных установок;5.9.3
Fonts Plugin | Google Fonts Typography;https://ru.wordpress.org/plugins/olympus-google-fonts/;—амый простой в использовании плагин Google Fonts.  одировани€ не требуетс€. ќптимизирован дл€ скорости. Ѕолее 1000Е;200†000+ активных установок;5.9.3
Gallery Plugin for WordPress Ч Envira Photo Gallery;https://ru.wordpress.org/plugins/envira-gallery-lite/;√алере€ Envira самый быстрый, самый простой в использовании плагин WordPress галереи изображений. Lightbox с DragЕ;100†000+ активных установок;5.9.3
Otter Ч Page Builder Blocks & Extensions for Gutenberg;https://ru.wordpress.org/plugins/otter-blocks/;Otter is a dynamic collection of page building blocks and templates for the WordPress GutenbergЕ;100†000+ активных установок;5.9.3
Social Icons Widget & Block by WPZOOM;https://ru.wordpress.org/plugins/social-icons-widget-by-wpzoom/;¬иджет и блок значков соцсетей помогает добавл€ть значки со ссылками на профили социальных сетей наЕ;100†000+ активных установок;6.0
Layout Grid Block;https://ru.wordpress.org/plugins/layout-grid/; онтейнерный блок Gutenberg позвол€ет единообразно выравнивать элементы по глобальной сетке.;100†000+ активных установок;5.9.3
Custom Twitter Feeds (Tweets Widget);https://ru.wordpress.org/plugins/custom-twitter-feeds/;Custom Twitter Feeds allows you to display completely customizable Twitter Tweets from any user timeline,Е;100†000+ активных установок;5.9.3
GiveWP Ч Donation Plugin and Fundraising Platform;https://ru.wordpress.org/plugins/give/;ѕринимайте пожертвовани€ и начинайте сбор средств с помощью GiveWP, плагина дл€ пожертвований WordPress с самымЕ;100†000+ активных установок;5.9.3
Hustle Ч Email Marketing, Lead Generation, Optins, Popups;https://ru.wordpress.org/plugins/wordpress-popup/;Setup email optin forms, popups, newsletter forms & subscription forms to generate email leads withЕ;100†000+ активных установок;5.9.3
Easy Forms for Mailchimp;https://ru.wordpress.org/plugins/yikes-inc-easy-mailchimp-extender/;The ultimate Mailchimp WordPress plugin. Easily build unlimited forms for your Mailchimp lists, add themЕ;100†000+ активных установок;5.9.3
Pods Ч Custom Content Types and Fields;https://ru.wordpress.org/plugins/pods/;Pods Ч это платформа дл€ создани€, управлени€ и развертывани€ настраиваемых типов контента и полей дл€Е;100†000+ активных установок;6.0
Paid Memberships Pro Ч Restrict Member Access to Content, Courses, Communities Ч Free or Paid Subscriptions;https://ru.wordpress.org/plugins/paid-memberships-pro/;WordPress membership plugin: restrict content, accept member subscriptions with recurring payment. Includes user registration, login,Е;100†000+ активных установок;5.9.3
LuckyWP Table of Contents;https://ru.wordpress.org/plugins/luckywp-table-of-contents/;—оздаЄт SEO-дружественное содержание дл€ ваших постов/страниц. –аботает автоматически или вручную (через шорткод, Gutenberg-блок или виджет).;80†000+ активных установок;5.9.3
Form Maker by 10Web Ч Mobile-Friendly Drag & Drop Contact Form Builder;https://ru.wordpress.org/plugins/form-maker/;Form Maker is a user-friendly contact form builder that allows to create forms for anyЕ;80†000+ активных установок;5.9.3
ƒублировать запись;https://ru.wordpress.org/plugins/copy-delete-posts/;ƒублировать запись;80†000+ активных установок;5.9.3
User Profile Picture;https://ru.wordpress.org/plugins/metronet-profile-picture/;”становите пользовательское изображение профил€ (аватар) дл€ пользовател€ с помощью стандартного инструмента загрузки мультимедиа WordPress.;60†000+ активных установок;5.8.4
 алендарь бронировани€;https://ru.wordpress.org/plugins/booking/; алендарь бронировани€ Ч best booking plugin. Easily get full day or time slot bookings andЕ;60†000+ активных установок;6.0
Slider by Soliloquy Ч Responsive Image Slider for WordPress;https://ru.wordpress.org/plugins/soliloquy-lite/;The best WordPress slider plugin. Drag & Drop responsive slider builder that helps you createЕ;60†000+ активных установок;5.9.3
Calculated Fields Form;https://ru.wordpress.org/plugins/calculated-fields-form/;Calculated Fields Form allows you to create both simple and rich forms, quickly like aЕ;60†000+ активных установок;6.0
EmbedPress Ц Embed Google Docs, YouTube, Maps, Vimeo, Wistia Videos & Upload PDF, PPT in Gutenberg & Elementor;https://ru.wordpress.org/plugins/embedpress/;EmbedPress lets you embed videos, images, posts, audio, maps and upload PDF, DOC, PPT &Е;60†000+ активных установок;5.9.3
Gutentor Ч Gutenberg Blocks Ч Page Builder for Gutenberg Editor;https://ru.wordpress.org/plugins/gutentor/;Advanced yet easy, Gutenberg editor page builder blocks. Create a masterpiece, pixel perfect website usingЕ;50†000+ активных установок;5.9.3
Genesis Blocks;https://ru.wordpress.org/plugins/genesis-blocks/;A collection of content blocks, sections, & full-page layouts for the block editor.;50†000+ активных установок;5.8.4
WP Recipe Maker;https://ru.wordpress.org/plugins/wp-recipe-maker/;ѕростой и удобный плагин рецептов дл€ всех. јвтоматические метаданные JSON-LD метаданные дл€ еды и рецептовЕ;50†000+ активных установок;6.0
10WebSocial;https://ru.wordpress.org/plugins/wd-instagram-feed/;10Web;50†000+ активных установок;5.0.16
Web Stories;https://ru.wordpress.org/plugins/web-stories/;Web Stories Ч это визуальные истории дл€ вашего сайта с быстрой загрузкой и полноэкранным режимом,Е;50†000+ активных установок;5.9.3
RSS Aggregator by Feedzy Ч Powerful WP Autoblogging and News Aggregator;https://ru.wordpress.org/plugins/feedzy-rss-feeds/;The most powerful WordPress RSS aggregator, helping you curate content, autoblog, import and display unlimitedЕ;50†000+ активных установок;5.9.3
Photo Gallery, Images, Slider in Rbs Image Gallery;https://ru.wordpress.org/plugins/robo-gallery/;Rbs Image Gallery Ч расширенный плагин дл€ создани€ адаптивной фотогалереи. √ибкие инструменты управлени€ изображени€ми галереи.Е;50†000+ активных установок;5.9.3
Event Tickets and Registration;https://ru.wordpress.org/plugins/event-tickets/;Event Tickets позвол€ет вашим посетител€м регистрироватьс€ и покупать билеты на меропри€ти€ на вашем сайте. “акжеЕ;50†000+ активных установок;5.9.3
Getwid Ч Gutenberg Blocks;https://ru.wordpress.org/plugins/getwid/;40+ Gutenberg Blocks, plus multiple pre-made free block templates for the WordPress block editor.;50†000+ активных установок;5.9.3
